txn_id,user_id,timestamp,amount,currency,merchant,merchant_category,city,country,channel,is_foreign,is_high_amount,velocity_24h,device_fingerprint,ip_country,merchant_risk_score,label_fraud,user_reported_issue
t_user_001_00105,user_001,2025-08-17T02:01:55.698974Z,10.74,USD,UnknownElectronics,electronics,Brookeville,US,atm,0,0,1,dev_PUC,US,0.24,0,False
t_user_001_00106,user_001,2025-10-06T09:11:55.698974Z,11.64,USD,CornerCafe,groceries,Port John,JP,online,1,0,1,dev_PUC,JP,0.07,0,False
t_user_001_00107,user_001,2025-08-26T12:40:55.698974Z,3.88,USD,SushiSpot,dining,Williammouth,US,online,0,0,1,dev_PUC,US,0.11,0,False
t_user_001_00108,user_001,2025-11-05T09:31:55.698974Z,4.49,USD,SubscriptionSvc,others,Rachelton,US,POS,0,0,6,dev_PUC,US,0.06,0,False
t_user_001_00109,user_001,2025-09-15T05:59:55.698974Z,23.63,USD,UnknownElectronics,electronics,West Cathy,US,POS,0,0,6,dev_PUC,US,0.28,0,False
t_user_001_00110,user_001,2025-09-26T00:30:55.698974Z,8.63,USD,SubscriptionSvc,others,Barnesbury,US,POS,0,0,2,dev_PUC,US,0.04,0,False
t_user_001_00111,user_001,2025-09-08T06:14:55.698974Z,20.34,USD,FreshMart,groceries,Jennifermouth,US,POS,0,0,3,dev_PUC,US,0.09,0,False
t_user_001_00112,user_001,2025-10-23T16:52:55.698974Z,2.99,USD,GadgetWorld,electronics,Cheyennemouth,US,atm,0,0,4,dev_PUC,US,0.24,0,False
t_user_001_00113,user_001,2025-10-28T20:49:55.698974Z,0.39,USD,UnknownElectronics,electronics,Nicolehaven,US,POS,0,0,5,dev_PUC,US,0.3,0,False
t_user_001_00114,user_001,2025-10-12T10:23:55.698974Z,12.16,USD,BudgetJet,travel,East Christian,US,POS,0,0,1,dev_PUC,US,0.2,0,False
t_user_001_00115,user_001,2025-10-23T04:06:55.698974Z,2.7,USD,FreshMart,groceries,Port Mark,US,atm,0,0,2,dev_PUC,US,0.06,0,False
t_user_001_00116,user_001,2025-08-25T08:50:55.698974Z,34.15,USD,InsuranceCo,others,East Mark,US,atm,0,0,3,dev_PUC,US,0.05,0,False
t_user_001_00117,user_001,2025-10-15T19:11:55.698974Z,18.14,USD,CornerCafe,groceries,Lake Mindymouth,US,online,0,0,3,dev_PUC,US,0.05,0,False
t_user_001_00118,user_001,2025-10-01T02:21:55.698974Z,41.21,USD,SushiSpot,dining,Krystalstad,US,POS,0,0,3,dev_PUC,US,0.06,0,False
t_user_001_00119,user_001,2025-08-28T06:02:55.698974Z,61.69,USD,ATM Network,atm,West Paul,US,online,0,0,3,dev_PUC,US,0.03,0,False
t_user_001_00120,user_001,2025-10-11T14:38:55.698974Z,9.29,USD,InsuranceCo,others,Woodsside,US,POS,0,0,6,dev_PUC,US,0.02,0,False
t_user_001_00121,user_001,2025-08-22T20:22:55.698974Z,0.91,USD,UnknownElectronics,electronics,Christinatown,US,atm,0,0,4,dev_PUC,US,0.3,0,False
t_user_001_00122,user_001,2025-09-06T01:00:55.698974Z,23.12,USD,PastaHouse,dining,East Katherine,US,POS,0,0,5,dev_PUC,US,0.13,0,False
t_user_001_00123,user_001,2025-09-27T12:00:55.698974Z,20.3,USD,SushiSpot,dining,Matthewfurt,US,atm,0,0,6,dev_PUC,US,0.13,0,False
t_user_001_00124,user_001,2025-10-23T08:41:55.698974Z,10.73,USD,CornerCafe,groceries,South Leahberg,US,online,0,0,3,dev_PUC,US,0.09,0,False
t_user_001_00125,user_001,2025-09-04T09:37:55.698974Z,1.53,USD,InsuranceCo,others,Port Donnaton,US,atm,0,0,4,dev_PUC,US,0.03,0,False
t_user_001_00126,user_001,2025-10-01T17:08:55.698974Z,24.55,USD,SubscriptionSvc,others,West Darrell,US,atm,0,0,3,dev_PUC,US,0.03,0,False
t_user_001_00127,user_001,2025-10-03T11:16:55.698974Z,31.4,USD,SubscriptionSvc,others,Jamesshire,US,atm,0,0,1,dev_PUC,US,0.06,0,False
t_user_001_00128,user_001,2025-09-14T07:16:55.698974Z,38.44,USD,CornerCafe,groceries,New Robertotown,US,POS,0,0,5,dev_PUC,US,0.04,0,False
t_user_001_00129,user_001,2025-09-18T12:41:55.698974Z,9.2,USD,FreshMart,groceries,Lake Kyle,US,POS,0,0,2,dev_PUC,US,0.1,0,False
t_user_001_00130,user_001,2025-09-24T02:52:55.698974Z,13.75,USD,UtilitiesCo,others,New Emilyburgh,US,online,0,0,2,dev_PUC,US,0.04,0,False
t_user_001_00131,user_001,2025-10-28T08:21:55.698974Z,26.32,USD,InsuranceCo,others,Mcdowellport,US,POS,0,0,5,dev_PUC,US,0.06,0,False
t_user_001_00132,user_001,2025-11-03T04:40:55.698974Z,11.98,USD,SubscriptionSvc,others,Joelbury,US,POS,0,0,2,dev_PUC,US,0.08,0,False
t_user_001_00133,user_001,2025-11-03T14:23:55.698974Z,3.91,USD,SubscriptionSvc,others,New Alanhaven,US,online,0,0,2,dev_PUC,US,0.08,0,False
t_user_001_00134,user_001,2025-09-05T05:28:55.698974Z,4.43,USD,TacoTown,dining,West Carlosport,US,online,0,0,5,dev_PUC,US,0.11,0,False
t_user_001_00135,user_001,2025-09-08T12:39:55.698974Z,22.67,USD,FreshMart,groceries,New Tylerton,US,atm,0,0,1,dev_PUC,US,0.06,0,False
t_user_001_00136,user_001,2025-09-04T11:47:55.698974Z,2748.3,USD,CornerCafe,groceries,North Amber,US,online,0,0,5,dev_PUC,US,0.08,0,False
t_user_001_00137,user_001,2025-08-25T05:43:55.698974Z,538.57,USD,SubscriptionSvc,others,Collinton,US,online,0,0,3,dev_PUC,US,0.03,0,False
t_user_001_00138,user_001,2025-09-04T11:58:55.698974Z,44.87,USD,SushiSpot,dining,Sandraburgh,US,POS,0,0,2,dev_PUC,US,0.11,0,False
t_user_001_00139,user_001,2025-10-25T07:41:55.698974Z,18.28,USD,SushiSpot,dining,Lake Dakota,US,online,0,0,5,dev_PUC,US,0.06,0,False
t_user_001_00140,user_001,2025-09-01T08:45:55.698974Z,11.88,USD,VeggieStop,groceries,West Alexisberg,US,atm,0,0,3,dev_PUC,US,0.08,0,False
t_user_001_00141,user_001,2025-09-21T13:56:55.698974Z,27.59,USD,InsuranceCo,others,Goldenborough,US,atm,0,0,6,dev_PUC,US,0.07,0,False
t_user_001_00142,user_001,2025-10-21T12:03:55.698974Z,12.82,USD,VeggieStop,groceries,Port Melaniemouth,US,online,0,0,6,dev_PUC,US,0.09,0,False
t_user_001_00143,user_001,2025-09-19T05:06:55.698974Z,0.94,USD,SushiSpot,dining,Hunterbury,US,atm,0,0,6,dev_PUC,US,0.08,0,False
t_user_001_00144,user_001,2025-09-07T13:34:55.698974Z,3.41,USD,PastaHouse,dining,East Brenda,US,online,0,0,2,dev_PUC,US,0.07,0,False
t_user_001_00145,user_001,2025-08-31T23:41:55.698974Z,26.28,USD,VeggieStop,groceries,Jeremyberg,US,atm,0,0,3,dev_PUC,US,0.07,0,False
t_user_001_00146,user_001,2025-09-30T21:33:55.698974Z,23.56,USD,TacoTown,dining,Jessechester,US,POS,0,0,3,dev_PUC,US,0.07,0,False
t_user_001_00147,user_001,2025-10-07T10:34:55.698974Z,8.47,USD,TacoTown,dining,Brownburgh,US,atm,0,0,1,dev_PUC,US,0.09,1,False
t_user_001_00148,user_001,2025-08-23T03:22:55.698974Z,21.96,USD,InsuranceCo,others,Holderton,JP,POS,1,0,5,dev_PUC,JP,0.07,0,False
t_user_001_00149,user_001,2025-09-01T09:56:55.698974Z,15.72,USD,VeggieStop,groceries,Port Ronaldstad,US,online,0,0,6,dev_PUC,US,0.06,0,False
t_user_001_00150,user_001,2025-10-09T03:53:55.698974Z,26.97,USD,TacoTown,dining,South Scott,US,atm,0,0,5,dev_PUC,US,0.09,0,False
t_user_001_00151,user_001,2025-08-20T06:34:55.698974Z,18.5,USD,CornerCafe,groceries,New Josestad,JP,POS,1,0,3,dev_PUC,JP,0.05,0,False
t_user_001_00152,user_001,2025-10-01T00:14:55.698974Z,31.63,USD,FreshMart,groceries,Robertsberg,US,online,0,0,6,dev_PUC,US,0.1,0,False
t_user_001_00153,user_001,2025-10-10T01:01:55.698974Z,15.09,USD,PastaHouse,dining,Port Nancy,US,atm,0,0,5,dev_PUC,US,0.12,0,False
t_user_001_00154,user_001,2025-09-28T02:55:55.698974Z,79.84,USD,SushiSpot,dining,Martinchester,US,online,0,0,6,dev_PUC,US,0.1,0,False
t_user_001_00155,user_001,2025-10-08T15:17:55.698974Z,0.53,USD,PastaHouse,dining,Patrickchester,US,POS,0,0,3,dev_PUC,US,0.11,0,False
t_user_001_00156,user_001,2025-08-23T13:46:55.698974Z,32.75,USD,FreshMart,groceries,Gregoryburgh,US,atm,0,0,6,dev_PUC,US,0.08,0,False
t_user_001_00157,user_001,2025-10-25T00:19:55.698974Z,37.77,USD,InsuranceCo,others,South Thomas,US,online,0,0,5,dev_PUC,US,0.03,0,False
t_user_001_00158,user_001,2025-11-06T01:25:55.698974Z,31.54,USD,SubscriptionSvc,others,South Miaview,US,online,0,0,3,dev_PUC,US,0.06,0,False
t_user_001_00159,user_001,2025-10-09T09:49:55.698974Z,22.17,USD,UtilitiesCo,others,Millermouth,US,atm,0,0,2,dev_PUC,US,0.08,0,False
t_user_001_00160,user_001,2025-09-04T20:09:55.698974Z,20.94,USD,ElectroHub,electronics,Port Anthonyview,US,online,0,0,1,dev_PUC,US,0.26,0,False
t_user_001_00161,user_001,2025-10-25T17:11:55.698974Z,8.06,USD,FreshMart,groceries,Port Drew,US,online,0,0,1,dev_PUC,US,0.07,0,False
t_user_001_00162,user_001,2025-08-14T21:39:55.698974Z,20.42,USD,SubscriptionSvc,others,Diazmouth,US,online,0,0,5,dev_PUC,US,0.04,0,False
t_user_001_00163,user_001,2025-08-28T12:28:55.698974Z,15.76,USD,SushiSpot,dining,Martinezchester,US,atm,0,0,5,dev_PUC,US,0.07,0,False
t_user_001_00164,user_001,2025-09-04T15:02:55.698974Z,3.87,USD,GadgetWorld,electronics,Tylerchester,US,POS,0,0,5,dev_PUC,US,0.29,0,False
